limit_bal,gender,education,marriage,age,pay_stat_sep,pay_stat_aug,pay_stat_jul,pay_stat_jun,pay_stat_may,pay_stat_apr,bill_amt_sep,bill_amt_aug,bill_amt_jul,bill_amt_jun,bill_amt_may,bill_amt_apr,pay_amt_sep,pay_amt_aug,pay_amt_jul,pay_amt_jun,pay_amt_may,pay_amt_apr,pay_status_total,total_bill_amount,total_paid_amount,default
400000,2,1.0,2.0,28,-1,-1,-1,-1,-1,2,1026,8968,1600,8799,6171,4921,9066,1608,9070,1001,3,2214,-3,31485,22962,0
290000,2,4.0,2.0,35,0,0,0,0,0,0,33278,33694,32453,27981,14096,10240,1600,1700,2015,2000,1000,1000,0,151742,9315,0
120000,2,2.0,1.0,34,-1,-1,-1,-1,0,0,326,499,1870,652,326,0,499,1870,652,0,0,1705,-4,3673,4726,0
10000,1,2.0,2.0,23,3,2,2,0,0,0,4256,5113,4883,5155,5275,0,1081,0,353,375,0,0,7,24682,1809,0
150000,2,1.0,2.0,25,0,0,0,0,0,0,151160,152127,154652,157819,155982,154158,5526,5877,5804,5763,5669,5596,0,925898,34235,0
80000,1,2.0,1.0,41,0,0,0,0,0,0,12781,9994,10704,9201,6275,2678,2000,4000,1000,1000,1000,1000,0,51633,10000,0
460000,1,3.0,1.0,61,0,-1,-1,-1,-1,-1,10643,1547,1670,6425,4897,8401,1600,1800,6500,5000,5000,4500,-5,33583,24400,0
230000,2,1.0,1.0,44,-1,-1,-2,-1,0,0,756,0,0,11660,11898,14898,0,0,11660,238,3000,1252,-5,39212,16150,1
70000,2,2.0,2.0,28,0,0,0,0,-1,2,41264,41799,37887,37876,6736,4162,2112,1200,758,6736,0,0,1,169724,10806,0
40000,2,1.0,2.0,27,0,0,0,0,0,0,9663,10696,11855,13424,14018,14493,1200,1337,1906,1500,475,0,0,74149,6418,0
80000,2,3.0,2.0,37,-2,-2,-2,-2,-2,-2,600,0,0,0,0,0,0,0,0,0,0,0,-12,600,0,0
450000,1,1.0,1.0,40,-1,-1,2,0,0,0,22861,19093,6576,9133,6918,12382,6596,0,6918,4351,8161,0,0,76963,26026,0
150000,2,1.0,1.0,33,0,0,0,0,0,0,50286,110884,113152,116097,118500,120896,61101,3210,3911,3354,3400,3500,0,629815,78476,0
460000,2,3.0,1.0,57,-2,-2,-2,-2,-2,-2,7516,23485,7398,6143,9634,9581,23524,7409,12286,9634,9581,38354,-12,63757,100788,0
50000,2,1.0,2.0,23,-1,-1,-1,-1,-1,-1,15512,2552,13890,2545,15688,3088,2552,13914,2545,16508,3088,0,-6,53275,38607,0
90000,1,1.0,2.0,27,0,0,0,0,0,0,21506,18304,15783,16815,17236,17807,1600,2000,1600,1000,1000,1000,0,107451,8200,0
200000,2,2.0,2.0,27,0,0,0,0,0,0,108422,106437,109068,112286,77062,0,3900,4345,6000,3950,0,0,0,513275,18195,0
50000,1,2.0,1.0,46,-1,0,0,0,-1,0,1853,3656,4400,0,1704,3715,2000,1000,0,1704,2011,0,-2,15328,6715,0
70000,1,1.0,1.0,40,1,2,2,2,2,2,12026,13531,13017,14299,13927,15692,2000,0,1500,0,2000,0,11,82492,5500,0
200000,1,1.0,2.0,26,0,0,0,0,0,0,50124,51122,52533,52772,53441,22246,1830,2235,1447,1069,445,9332,0,282238,16358,0
100000,2,3.0,2.0,32,0,0,0,0,0,0,79158,93667,58161,41414,28835,29423,23591,2116,1400,1165,588,639,0,330658,29499,0
80000,2,1.0,2.0,24,-1,-1,-1,-1,-1,-1,329,49,317,827,390,120,500,320,900,400,120,400,-6,2032,2640,0
50000,2,2.0,1.0,40,-1,0,0,0,0,0,46616,44515,48510,35774,18261,16644,2005,5000,610,631,634,3000,-1,210320,11880,0
150000,2,1.0,1.0,35,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,-9,0,0,0
50000,2,1.0,2.0,22,0,0,0,2,0,-1,3560,4582,7692,12048,3750,95,1090,3200,0,2000,95,29355,1,31727,35740,1
200000,2,1.0,1.0,49,-1,-1,-1,-1,-2,-2,413,0,103,0,0,0,0,103,0,0,0,225,-8,516,328,0
300000,2,1.0,2.0,50,-2,-2,-2,-2,-2,-2,22443,31175,26476,27782,23325,49146,31175,26476,27782,23325,49146,13164,-12,180347,171068,0
150000,1,2.0,1.0,34,1,2,2,2,2,2,52692,54229,55768,56266,54764,58862,3000,3000,2000,0,5000,3000,11,332581,16000,1
20000,1,2.0,2.0,23,1,2,0,0,2,0,20235,17132,16856,16875,13454,10104,0,1200,1000,0,1000,10000,5,94656,13200,1
500000,1,1.0,1.0,39,-2,-2,-2,-2,-2,-2,2514,810,8041,68595,72011,77931,810,8081,68595,72011,77931,3608,-12,229902,231036,0
280000,2,3.0,1.0,53,0,0,2,0,0,0,4405,7322,7043,8932,9654,10774,3000,0,2000,1000,2000,2000,2,48130,10000,0
90000,1,2.0,2.0,33,0,0,0,0,0,0,56291,58385,60412,61710,63020,64274,3000,3000,2300,2300,2300,2379,0,364092,15279,1
150000,2,2.0,2.0,27,-1,-1,-1,-1,-1,0,7815,4914,6237,3280,11167,15915,4933,6237,3280,11167,10000,686,-5,49328,36303,0
200000,2,1.0,2.0,28,1,-2,-2,-1,-1,0,0,0,0,1545,1156,6099,0,0,1545,1156,5000,3000,-5,8800,10701,0
80000,2,3.0,1.0,45,-1,-1,-1,2,2,3,2516,0,1890,1712,4180,3820,0,1890,0,2523,0,0,4,14118,4413,0
340000,2,2.0,1.0,32,0,0,0,0,0,0,34228,96716,74983,43557,15559,0,75113,2047,766,77,0,394,0,265043,78397,0
20000,2,2.0,2.0,35,0,0,0,0,0,0,15852,16861,17884,18590,18959,19347,1579,1602,1308,677,692,1577,0,107493,7435,1
80000,1,3.0,1.0,55,0,0,0,0,0,0,82567,84221,80041,19000,15178,14717,3121,8443,1582,548,531,479,0,295724,14704,0
70000,2,2.0,2.0,24,0,0,2,2,2,2,41485,44697,47229,47956,47056,49565,4200,3600,1800,0,3308,2500,8,277988,15408,0
50000,2,3.0,2.0,24,1,2,0,0,0,0,50162,48982,43579,43825,28396,27437,0,2207,2300,1006,1000,1100,3,242381,7613,0
320000,2,1.0,1.0,38,2,2,-2,-2,-2,-2,2500,0,0,0,0,0,0,0,0,0,0,0,-4,2500,0,1
260000,2,2.0,2.0,38,-2,-2,-2,-2,-2,-2,-2,-2,725,2074,0,585,0,727,2074,0,585,0,-12,3380,3386,0
50000,1,1.0,2.0,45,0,0,0,0,0,0,48719,49966,32538,20270,19992,20054,2212,2503,693,1000,1000,1000,0,191539,8408,0
300000,1,1.0,1.0,47,-2,-2,-2,-2,-1,-1,0,225,4019,4509,7155,5778,225,4019,3860,5000,5778,23978,-10,21686,42860,0
400000,2,1.0,2.0,32,0,0,0,0,-1,-1,35383,33892,22071,18161,14669,686,12119,9177,90,14709,686,18444,-2,124862,55225,0
10000,1,1.0,2.0,22,2,2,2,0,0,2,6883,9108,8813,10066,10017,9705,2500,0,1400,1100,0,500,8,54592,5500,1
50000,2,2.0,1.0,34,-1,-1,-1,-1,-1,-1,2738,8192,3595,900,6483,0,8199,3622,900,6483,0,0,-6,21908,19204,0
270000,2,3.0,2.0,30,1,-1,-1,-1,-1,-1,0,2900,2000,2000,0,4759,2900,2000,2000,0,4759,0,-4,11659,11659,0
360000,1,3.0,1.0,36,-2,-2,-2,-2,-2,-2,222,1256,-9,1840,0,0,1256,0,1849,0,0,0,-12,3309,3105,1
70000,2,3.0,1.0,40,0,0,0,0,0,0,65198,65674,58599,49179,49080,49705,2924,1924,1726,1763,2136,1384,0,337435,11857,0
100000,1,2.0,1.0,47,0,0,0,0,0,0,72703,74147,76305,77855,78961,80452,2653,3352,3413,3000,2919,2944,0,460423,18281,0
50000,2,3.0,2.0,51,2,2,2,2,2,0,32215,33384,34554,35690,34817,36252,2000,2000,2000,0,2000,2000,10,206912,10000,0
210000,2,4.0,2.0,29,0,0,0,0,0,0,43933,45197,46468,47394,48604,49669,2000,2000,2000,2000,2000,2000,0,281265,12000,0
50000,2,1.0,2.0,29,0,0,2,2,2,2,10532,13145,12637,13922,13556,14528,2800,0,1500,0,1200,0,8,78320,5500,1
200000,1,2.0,1.0,38,2,2,2,0,0,0,104978,105924,102663,97090,98045,105253,4500,0,3500,3500,9000,0,6,613953,20500,1
30000,2,1.0,2.0,24,2,2,0,0,0,0,23905,23244,23578,25871,26143,26724,0,2000,3000,1000,1000,3500,4,149465,10500,1
310000,2,2.0,1.0,36,0,0,0,0,0,0,294180,295875,302438,293473,297926,280967,11000,11300,10500,10100,10000,9600,0,1764859,62500,0
150000,2,2.0,2.0,29,0,0,0,0,0,-1,19020,7717,9858,9188,7518,23574,1500,5000,2000,1000,33054,704,-1,76875,43258,0
170000,2,2.0,2.0,32,0,0,0,0,0,0,71752,73282,74707,75626,75845,25140,2687,2671,3100,3286,1100,1000,0,396352,13844,0
50000,2,2.0,2.0,24,2,0,0,2,2,2,20632,21994,23914,23231,24851,24301,1700,2600,0,2000,0,2200,8,138923,8500,1
520000,2,2.0,2.0,42,0,0,0,0,0,0,437492,405442,381086,353074,330171,324386,14710,14200,12300,11200,11200,11200,0,2231651,74810,0
160000,2,2.0,1.0,40,0,0,2,0,0,2,137695,146193,139323,140719,143638,144482,12121,0,5100,10251,5205,0,4,852050,32677,0
260000,2,1.0,2.0,27,-1,-1,-1,-1,0,-1,399,399,399,798,399,399,399,399,798,0,399,399,-5,2793,2394,0
230000,2,4.0,2.0,23,0,0,0,0,0,0,55197,53593,53470,137734,135386,14718,2712,1551,95022,3015,3003,153001,0,450098,258304,0
60000,2,2.0,2.0,26,0,0,0,0,0,0,57171,58656,53271,54331,55513,56898,2464,1932,1944,2057,2351,1963,0,335840,12711,0
180000,1,1.0,1.0,32,0,0,0,-1,-1,-1,6687,4919,2644,1300,2644,0,1227,1000,1300,2644,0,55176,-3,18194,61347,1
50000,2,1.0,2.0,25,2,3,2,2,2,2,43870,42891,43582,44561,45592,46495,0,1700,2000,1900,1800,0,13,266991,7400,1
150000,2,3.0,1.0,40,0,0,0,0,0,0,56690,58775,62769,64233,65704,69835,3606,5600,2500,2500,5400,2600,0,378006,22206,1
170000,2,2.0,1.0,33,-1,-1,-1,-1,-1,-1,263,641,0,638,0,362,641,0,638,0,362,1079,-6,1904,2720,0
240000,2,1.0,3.0,29,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,-9,0,0,0
390000,1,3.0,2.0,35,0,0,0,0,0,0,55213,59122,72930,76543,78143,77763,10000,20000,10000,8000,6000,5000,0,419714,59000,0
150000,2,3.0,1.0,55,-2,-2,-2,-2,-2,-2,1194,2095,2154,2900,2512,3514,2101,2160,3046,2519,3625,0,-12,14369,13451,0
190000,1,1.0,2.0,25,0,0,2,0,0,0,3173,5270,5040,6050,6447,7339,2323,0,1103,500,1000,400,2,33319,5326,0
210000,2,2.0,2.0,30,0,0,0,0,0,0,215842,220042,214545,215635,163741,162253,9500,9100,9900,6100,6100,6300,0,1192058,47000,0
50000,2,3.0,1.0,42,0,0,0,0,0,0,50562,50906,48888,47037,12187,9962,2000,2009,1180,1000,1000,348,0,219542,7537,0
210000,2,3.0,2.0,28,-1,-1,-2,-1,-1,-1,1082,0,0,232,0,150,0,0,232,0,150,81,-7,1464,463,0
70000,2,2.0,2.0,25,0,0,0,0,0,0,19508,19633,19685,18887,19073,20208,2000,2000,1000,2000,3003,3007,0,116994,13010,0
100000,1,1.0,2.0,26,-1,-1,-1,-1,-1,-1,1872,4490,4056,10782,3187,18515,4503,4066,10900,3196,18543,3215,-6,42902,44423,0
320000,1,1.0,1.0,49,0,0,0,-1,-1,-1,253286,246536,194663,70074,5856,195599,10358,10000,75940,20000,195599,50000,-3,966014,361897,0
120000,2,1.0,2.0,33,-1,-1,-1,-1,-1,2,332,332,538,3160,2928,2596,332,538,3160,100,0,2959,-3,9886,7089,1
410000,1,2.0,2.0,48,0,0,0,-1,-1,0,28921,13482,8484,15286,17116,18777,5422,3040,15362,17133,5076,4040,-2,102066,50073,1
100000,1,1.0,2.0,41,0,0,0,0,0,0,31452,32453,33490,34926,35771,36366,1527,1564,2000,1426,1320,1333,0,204458,9170,1
60000,2,2.0,2.0,23,1,2,2,0,0,0,45014,45698,39068,51205,54520,55964,1774,0,12858,4166,2350,3300,5,291469,24448,0
470000,1,1.0,1.0,39,-1,-1,-1,-1,-1,-1,5572,3595,22816,2360,4206,5527,3595,22816,2360,4356,5527,6420,-6,44076,45074,0
50000,1,2.0,1.0,37,1,-1,-1,-1,-1,-2,0,780,390,780,0,0,780,390,780,0,0,0,-5,1950,1950,0
210000,2,2.0,2.0,27,-1,-1,-1,-1,-1,-1,190,-310,1527,1901,0,2706,0,3054,2189,0,2706,0,-6,6014,7949,0
200000,2,2.0,1.0,34,-2,-2,-2,-2,-2,-2,28484,3440,8795,13676,-1282,-1282,3440,8795,13676,1282,0,0,-12,51831,27193,0
340000,2,2.0,1.0,40,0,0,0,0,0,0,244451,230907,228760,229404,161551,164936,10000,10000,7100,5800,5915,6100,0,1260009,44915,0
240000,2,2.0,1.0,32,0,0,0,0,0,0,234774,231155,236914,241351,244202,115036,10000,11000,11000,10000,5000,5000,0,1303432,52000,0
480000,2,1.0,2.0,32,-2,-2,-2,-2,-2,-2,11872,38933,23479,52177,54005,53853,40000,23479,52209,54005,54500,42321,-12,234319,266514,0
40000,2,2.0,1.0,43,0,0,0,0,0,0,36415,37409,30019,30426,22867,12900,1939,1399,806,862,258,0,0,170036,5264,0
10000,2,3.0,1.0,24,0,0,0,0,0,0,8283,8754,9436,5856,6059,5999,1500,1246,210,298,120,0,0,44387,3374,0
40000,2,2.0,1.0,25,0,0,0,0,0,0,11273,12307,13348,13530,13811,14132,1520,1550,700,648,700,700,0,78401,5818,0
130000,1,1.0,1.0,45,2,0,0,2,2,2,53709,55244,58716,57174,61240,61284,3000,5000,0,5000,1200,3000,8,347367,17200,1
50000,1,1.0,1.0,63,-1,-1,2,-1,-1,-1,264,528,264,264,264,264,528,0,264,264,264,264,-3,1848,1584,0
180000,1,1.0,2.0,28,0,0,0,0,0,0,180387,182361,184097,177870,169767,175867,9000,8500,8500,8000,14250,8000,0,1070349,56250,0
360000,1,1.0,1.0,36,-2,-2,-2,-2,-2,-2,8162,3141,587,1647,1745,597,3144,590,1670,1748,600,11883,-12,15879,19635,0
30000,2,2.0,1.0,23,1,2,0,0,0,-1,28108,27228,24921,25945,20634,1600,0,1500,5229,942,1704,0,2,128436,9375,0
490000,1,1.0,1.0,29,-1,-1,-1,-1,0,-1,115,109,1375,230,115,113,109,1381,230,0,113,0,-5,2057,1833,1
80000,2,1.0,2.0,29,0,0,0,0,0,2,19833,21192,22842,24147,29133,28532,2000,2000,2000,5394,0,5000,2,145679,16394,0
240000,1,2.0,1.0,48,0,-1,-1,-2,-1,-1,3972,783,0,0,3853,29252,783,0,0,3853,29252,16747,-6,37860,50635,1
200000,1,1.0,2.0,29,-1,-1,-1,-1,-1,-1,170,3300,38526,-93,18681,12399,3318,42497,0,18774,12461,9526,-6,72983,86576,0
20000,1,2.0,1.0,42,0,0,0,0,0,0,18317,18455,19399,19962,14938,3039,1500,1400,1009,307,1200,0,0,94110,5416,0
140000,2,2.0,2.0,30,-1,-1,-2,-2,-2,-2,854,0,0,0,0,0,0,0,0,0,0,0,-10,854,0,0
390000,2,1.0,1.0,34,-2,-2,-2,-1,-1,0,7639,10876,6203,1518,46365,48795,6083,1051,1545,47280,3000,3000,-8,121396,61959,0
50000,2,1.0,2.0,30,-2,-2,-2,-2,-2,-2,0,2070,0,0,0,0,2070,0,0,0,0,0,-12,2070,2070,0
280000,1,2.0,2.0,39,0,0,0,0,0,0,273651,279296,282851,251648,255697,261691,11128,11234,11002,10000,10000,10000,0,1604834,63364,0
410000,2,1.0,2.0,34,0,0,0,0,0,0,43719,44624,40881,39008,47638,27519,2626,2616,2617,20000,1012,511,0,243389,29382,0
260000,2,4.0,2.0,42,-1,-1,-1,-1,-1,-1,399,2101,577,0,200,0,2101,577,0,200,0,664,-6,3277,3542,0
50000,2,2.0,2.0,30,1,-1,0,0,0,0,0,10228,49243,49651,22569,15429,10228,40000,993,10100,8926,9748,0,147120,79995,0
80000,2,2.0,1.0,47,0,0,0,0,0,0,2795,3807,4595,5172,5278,3206,1067,1121,1000,106,64,1000,0,24853,4358,0
20000,2,2.0,2.0,50,0,-1,-1,-1,-1,-2,5100,2940,6050,3100,0,0,2940,6050,3100,0,0,1035,-6,17190,13125,0
320000,1,2.0,1.0,35,0,0,0,0,0,0,274599,280021,286011,292636,298492,200098,11500,12000,12873,13020,8800,5650,0,1631857,63843,1
180000,1,2.0,1.0,47,0,0,0,0,0,0,179253,95170,97338,99694,65977,67415,3700,3700,4100,2360,2500,2618,0,604847,18978,0
390000,2,2.0,1.0,37,0,0,0,0,0,0,200612,202794,191419,81360,66864,66729,8315,6839,3000,2348,2401,2355,0,809778,25258,0
50000,2,1.0,2.0,27,2,2,2,2,2,2,45722,46694,47617,48542,49630,50047,2000,2000,2000,2000,1700,2000,12,288252,11700,1
150000,2,2.0,2.0,38,-1,-1,-1,0,0,0,5219,0,5200,1561,1633,230,0,5200,0,72,460,4487,-3,13843,10219,0
170000,1,1.0,1.0,37,0,0,0,0,0,0,187146,175347,181490,169608,163255,168395,6500,9000,7000,3500,7000,5000,0,1045241,38000,1
50000,2,1.0,2.0,26,0,0,0,0,0,0,16785,17801,18911,20090,20334,20856,1600,1700,1800,875,1000,4700,0,114777,11675,0
360000,2,1.0,2.0,43,1,-1,-1,-1,-1,-1,0,7221,26194,0,3550,2511,7221,26194,0,3550,2511,6895,-4,39476,46371,0
50000,2,1.0,1.0,36,0,0,0,2,0,0,47317,49212,49243,5112,48455,48456,3000,5450,0,45554,2100,1900,2,247795,58004,0
80000,1,2.0,2.0,48,0,0,0,0,0,0,74349,75524,77448,48108,39104,39526,3400,4000,2000,2000,1423,2200,0,354059,15023,0
240000,1,3.0,1.0,38,0,0,0,0,0,0,230131,216824,219487,151295,228276,233079,8500,6900,6000,80000,8600,9000,0,1279092,119000,0
240000,1,2.0,2.0,67,0,0,0,0,0,0,542827,508581,471796,468202,442401,419209,20225,17389,80167,15167,16000,13133,0,2853016,162081,0
200000,2,2.0,1.0,33,-1,-1,-1,-1,0,0,7770,3266,200,15845,15845,-39,5846,200,15845,0,0,0,-4,42887,21891,0
20000,1,2.0,2.0,23,0,0,0,0,0,0,15932,16965,17993,18698,19075,20498,1605,1605,1310,687,1735,0,0,109161,6942,0
140000,2,2.0,1.0,62,0,0,0,0,0,0,142250,142172,141738,141524,141845,142150,5200,5100,5000,5200,5100,5200,0,851679,30800,0
180000,2,2.0,1.0,44,-1,-1,-2,-2,-1,-1,33800,0,0,0,1972,0,0,0,0,1972,0,1800,-8,35772,3772,0
130000,2,2.0,1.0,38,0,0,0,0,0,0,127626,128136,88423,90235,92154,85510,5400,3100,3100,3200,3000,3100,0,612084,20900,0
80000,1,3.0,1.0,53,1,2,0,0,0,0,9637,7251,8026,3878,3618,0,0,1088,1000,1000,958,1210,3,32410,5256,0
20000,2,2.0,1.0,46,1,2,2,-1,0,-1,4426,2735,-211,1863,390,390,0,0,2253,0,390,1735,3,9593,4378,1
210000,1,2.0,1.0,30,0,0,0,0,0,0,32903,33275,34174,34141,34456,34737,1600,1846,1209,1248,1247,1212,0,203686,8362,1
50000,2,2.0,1.0,29,2,2,2,2,0,0,46191,44808,38605,32455,15865,23753,3800,1500,0,628,10362,786,8,201677,17076,0
200000,2,2.0,1.0,50,-2,-2,-2,-2,-2,-2,411,453,348,359,672,1620,453,348,359,672,1620,384,-12,3863,3836,0
90000,2,2.0,1.0,50,0,0,0,2,0,0,43439,44512,47677,46615,47537,48616,2100,4200,0,2000,2000,2000,2,278396,12300,0
70000,1,2.0,1.0,31,0,0,0,0,0,0,3588,3204,2330,1499,1327,671,1505,1005,1002,503,502,0,0,12619,4517,0
150000,2,1.0,1.0,30,2,0,0,0,0,0,151060,139648,119043,112072,113932,105706,3864,3868,2808,3037,2583,1079,2,741461,17239,1
50000,1,2.0,2.0,30,0,0,0,0,0,0,16397,17378,17523,18467,17865,18234,1572,1617,1561,759,779,908,0,105864,7196,0
360000,2,2.0,1.0,42,1,-1,-1,-1,-1,-1,0,6815,0,1000,6344,2408,6815,0,1000,6344,2408,0,-4,16567,16567,0
390000,1,2.0,1.0,34,-2,-2,-2,-2,-2,-2,-702,-808,-1141,-1247,-1353,-1459,0,0,0,0,0,0,-12,-6710,0,0
20000,1,3.0,1.0,29,0,0,0,-2,-2,-2,11136,20649,-1001,-1,-1,-1,10000,0,1000,0,0,0,-6,30781,11000,0
50000,2,2.0,2.0,26,0,0,0,0,0,0,28795,28506,26868,27059,27503,27045,1500,1800,1400,1000,1000,1000,0,165776,7700,0
210000,2,1.0,2.0,25,0,0,0,0,0,0,66517,63828,60713,61949,61908,59914,3000,2500,6259,5000,3000,5000,0,374829,24759,0
200000,2,1.0,2.0,29,0,0,0,0,0,0,194241,193425,196537,195268,192829,192499,12000,8500,7000,10000,10000,10000,0,1164799,57500,0
440000,1,3.0,1.0,38,2,-1,2,-1,-1,-1,775,1550,775,775,925,775,1551,1,776,926,776,776,0,5575,4806,1
50000,1,2.0,2.0,26,0,0,0,0,0,0,44781,46033,47289,47462,18204,18322,2000,2000,2000,2000,3314,1000,0,222091,12314,0
170000,1,1.0,2.0,26,0,0,0,0,0,0,118084,112312,107396,96064,96984,93711,3800,13000,3593,3020,3090,2916,0,624551,29419,0
160000,2,1.0,1.0,37,-1,-1,-1,-1,-1,-1,9293,5875,9121,2412,2271,2187,5902,9128,2412,2271,2187,4792,-6,31159,26692,0
20000,2,2.0,1.0,48,-1,2,2,-1,0,-1,780,780,390,780,390,1735,390,0,780,0,1735,0,1,4855,2905,0
160000,2,3.0,1.0,49,-2,-2,-1,-1,-1,-2,741,6339,3334,3086,6959,5404,6339,3338,3090,6971,5410,1816,-9,25863,26964,0
130000,2,2.0,2.0,43,-1,-1,-1,-1,0,-1,2048,2529,11929,5722,3076,5250,2529,11929,5722,0,5250,3526,-5,30554,28956,0
350000,2,1.0,1.0,32,0,0,0,0,0,0,67761,63187,58719,60737,63593,82202,8007,2200,3000,4000,20000,8000,0,396199,45207,0
500000,1,1.0,1.0,37,0,0,2,0,0,0,474934,507062,491956,430637,376657,356636,40024,325,15296,12137,12312,14113,2,2637882,94207,0
300000,2,1.0,2.0,33,-1,-1,-1,-2,-2,-2,3854,142,0,0,0,0,142,0,0,0,0,0,-9,3996,142,0
70000,1,2.0,2.0,33,1,2,8,7,7,6,26181,37611,37026,38922,38318,38133,12000,0,2500,0,1000,1500,31,216191,17000,0
400000,1,3.0,2.0,35,-1,-1,-1,-2,-2,-1,92,101,-42,-42,-42,1058,101,0,0,0,1100,1100,-8,1125,2301,0
20000,1,2.0,2.0,48,0,0,0,2,0,0,7186,9063,10909,10440,10803,11330,2000,2000,0,680,1000,0,2,59731,5680,1
650000,2,3.0,2.0,39,0,0,-1,-1,-2,-1,5865,0,1904,-61,-261,13050,0,1904,0,0,13311,64731,-5,20497,79946,0
150000,2,1.0,2.0,29,-1,-1,-1,0,0,0,2356,16836,1094,6382,5288,5288,16836,2000,5288,0,0,0,-3,37244,24124,1
60000,1,1.0,2.0,27,0,0,0,0,0,0,57753,59186,59001,27971,28619,29213,2960,1628,1002,1100,1100,922,0,261743,8712,1
30000,2,3.0,1.0,53,0,0,0,0,0,0,8615,9960,11492,12391,12891,9069,1500,1700,1500,500,1000,0,0,64418,6200,0
30000,2,2.0,1.0,22,0,0,0,0,0,0,16534,17213,17723,17431,17882,17694,2002,1553,1002,2002,1000,542,0,104477,8101,0
170000,2,1.0,2.0,32,-1,-1,-1,-1,-1,-1,6699,2999,4896,68,2761,2673,2999,4904,68,2761,2673,1861,-6,20096,15266,0
20000,1,2.0,2.0,22,2,3,2,2,3,2,18292,17710,17137,19830,19240,18419,0,0,3000,0,0,2000,14,110628,5000,1
80000,2,3.0,2.0,28,0,0,0,0,0,0,71834,70194,71912,69776,70985,72444,3200,3500,3000,2500,2500,2500,0,427145,17200,0
200000,2,1.0,2.0,25,1,-2,-2,-2,-2,-1,2396,1823,1630,2203,1443,1823,1823,1630,2203,1443,1823,1027,-8,11318,9949,0
50000,1,3.0,1.0,30,1,2,2,0,0,0,17479,18195,17614,18630,19000,19421,1300,0,1310,680,727,6000,5,110339,10017,1
20000,1,3.0,2.0,61,3,2,2,-1,0,0,1930,1742,-780,1170,780,0,0,0,1950,0,0,1320,6,4842,3270,0
50000,2,3.0,2.0,28,0,0,0,0,0,0,51422,50525,49691,49308,30284,30554,2100,2500,28400,1100,2000,1500,0,261784,37600,1
50000,2,2.0,1.0,35,1,2,2,2,2,2,8917,8625,11475,10999,12311,11973,0,3000,0,1800,0,1950,11,64300,6750,1
170000,2,1.0,1.0,39,1,2,0,0,0,2,161105,145908,119161,120662,127815,125098,0,6000,5000,9000,0,6000,5,799749,26000,0
40000,1,2.0,2.0,27,1,3,2,0,0,0,41520,40568,39620,38464,38569,70659,0,7,2500,1500,1500,2976,6,269400,8483,1
170000,2,2.0,1.0,42,0,0,0,0,-2,-2,52262,36518,20533,-919,-919,-919,1985,1000,16000,16000,16000,24288,-4,106556,75273,0
130000,1,1.0,2.0,29,0,0,0,0,0,0,81907,83620,85327,87021,88843,90618,3034,3096,3112,3222,3250,3357,0,517336,19071,1
60000,2,2.0,2.0,29,2,2,2,2,0,0,40351,41387,42117,41140,42110,42988,2000,1685,0,1655,1707,1718,8,250093,8765,1
280000,2,1.0,2.0,30,1,-1,-1,-1,0,0,0,230,0,327,168,168,230,0,327,0,0,0,-2,893,557,1
10000,1,3.0,3.0,54,1,2,0,0,0,0,8210,7936,8792,9117,9305,9504,0,1146,471,483,502,460,3,52864,3062,0
20000,1,2.0,2.0,24,2,2,2,0,0,2,14195,15166,14638,15582,17809,17385,1500,0,1500,2500,0,1500,8,94775,7000,1
130000,2,1.0,2.0,27,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,623,-9,0,623,0
340000,1,1.0,2.0,25,-1,0,0,0,0,0,239715,421651,203784,181490,154478,135259,10469,6618,5168,5014,5398,2738,-1,1336377,35405,1
50000,2,2.0,2.0,24,0,0,2,2,0,0,46393,50022,50895,48598,47668,45400,4700,2000,0,2200,2000,2000,4,288976,12900,0
30000,2,3.0,2.0,46,1,2,2,2,2,2,20143,19532,22194,21542,24022,25473,0,3000,0,3000,2000,0,11,132906,8000,0
50000,2,2.0,2.0,26,-1,-1,-1,-1,-1,-2,390,390,0,780,0,0,390,0,780,0,0,0,-7,1560,1170,1
60000,1,3.0,1.0,42,0,0,0,0,0,0,19489,20496,21702,22360,19760,0,1336,1542,1200,500,0,0,0,103807,4578,0
440000,2,2.0,2.0,34,-2,-2,-2,-2,-2,-2,0,200,751,2674,317,565,200,751,2700,320,570,0,-12,4507,4541,0
90000,2,2.0,2.0,25,0,0,0,0,0,0,91894,71732,73241,74424,76070,77648,3200,3300,3000,3001,3000,3100,0,465009,18601,0
80000,1,3.0,1.0,31,1,2,0,0,0,0,27653,26703,26856,27844,27480,28061,0,1459,1447,983,1023,1042,3,164597,5954,0
220000,1,1.0,1.0,48,2,-1,-1,-1,0,-1,1480,9202,26390,13007,7387,20018,9202,26390,13007,0,20018,14661,-2,77484,83278,0
180000,1,2.0,1.0,36,0,0,0,0,-1,-1,4524,6435,6894,8292,21866,0,2000,1200,2000,21866,0,0,-2,48011,27066,1
50000,1,4.0,1.0,45,2,0,0,0,0,0,71927,73514,75373,50947,51020,0,3000,3428,2002,1023,0,0,2,322781,9453,1
